category;roomsCount;bathroomsCount;surface;listingType;price;city;region
Appartements;2.0;1.0;150.0;For Rent;1400.0;Ariana;Ennasr
Appartements;1.0;1.0;50.0;For Rent;500.0;Ariana;Ennasr
Houses and Villas;11.0;3.0;518.0;For Sale;900000.0;Ariana;Ariana Ville
Shared Rooms;3.0;3.0;400.0;For Rent;400.0;Ariana;La Soukra
Appartements;2.0;1.0;70.0;For Rent;480.0;Ariana;Borj Louzir
Appartements;2.0;2.0;140.0;For Sale;240000.0;Ariana;La Soukra
Appartements;3.0;2.0;130.0;For Rent;950.0;Ariana;Jardins D'el Menzah
Appartements;3.0;1.0;85.0;For Rent;900.0;Ariana;Autres villes
Appartements;1.0;1.0;45.0;For Rent;500.0;Ariana;Jardins D'el Menzah
;2.0;1.0;84.0;For Sale;169000.0;Ariana;Ariana Ville
Land and Farms;-1.0;-1.0;-1.0;For Sale;12000.0;Ariana;Raoued
Appartements;1.0;1.0;80.0;For Rent;750.0;Ariana;La Soukra
;2.0;2.0;90.0;For Rent;800.0;Ariana;Jardins D'el Menzah
Appartements;4.0;1.0;117.0;For Rent;550.0;Ariana;Raoued
Appartements;1.0;1.0;70.0;For Rent;830.0;Ariana;Jardins D'el Menzah
Houses and Villas;2.0;1.0;100.0;For Rent;300000.0;Ariana;Ariana
Appartements;4.0;1.0;100.0;For Sale;170000.0;Ariana;Borj Louzir
Houses and Villas;5.0;3.0;400.0;For Rent;3700.0;Ariana;La Soukra
Houses and Villas;4.0;3.0;350.0;For Rent;3500.0;Ariana;La Soukra
Appartements;4.0;3.0;174.0;For Sale;500000.0;Ariana;La Soukra
Appartements;2.0;1.0;107.0;For Sale;220000.0;Ariana;La Soukra
Appartements;2.0;2.0;122.0;For Sale;268000.0;Ariana;La Soukra
Houses and Villas;6.0;5.0;520.0;For Sale;1350000.0;Ariana;La Soukra
Appartements;2.0;2.0;115.0;For Sale;310000.0;Ariana;La Soukra
Shops;1.0;1.0;500.0;For Sale;10000.0;Ariana;La Soukra
Shared Rooms;4.0;2.0;150.0;For Rent;197.0;Ariana;Autres villes
Appartements;1.0;1.0;85.0;For Rent;1000.0;Ariana;Ennasr
Appartements;3.0;2.0;200.0;For Sale;355000.0;Ariana;Ennasr
Vacation Rentals;2.0;1.0;70.0;For Rent;360.0;Ariana;Autres villes
Appartements;2.0;1.0;90.0;For Sale;135000.0;Ariana;Borj Louzir
Land and Farms;-1.0;-1.0;-1.0;For Sale;25000.0;Ariana;Autres villes
Appartements;3.0;3.0;187.0;For Sale;465000.0;Ariana;Ennasr
Appartements;3.0;3.0;191.0;For Sale;370000.0;Ariana;Ennasr
Houses and Villas;3.0;2.0;200.0;For Rent;650.0;Ariana;Ariana
Appartements;2.0;1.0;90.0;For Rent;800.0;Ariana;Ariana
Appartements;2.0;1.0;120.0;For Sale;270000.0;Ariana;Ennasr
Appartements;3.0;2.0;169.0;For Sale;410000.0;Ariana;Ennasr
Houses and Villas;4.0;3.0;609.0;For Sale;1150000.0;Ariana;Ennasr
Appartements;3.0;2.0;130.0;For Rent;1200.0;Ariana;La Soukra
Land and Farms;-1.0;-1.0;-1.0;For Sale;130000.0;Ariana;Sidi Thabet
Houses and Villas;3.0;1.0;417.0;For Sale;130000.0;Ariana;Raoued
Houses and Villas;3.0;2.0;290.0;For Sale;690000.0;Ariana;Autres villes
Houses and Villas;2.0;1.0;120.0;For Rent;350.0;Ariana;Chotrana
Houses and Villas;3.0;2.0;160.0;For Rent;310.0;Ariana;Raoued
Shops;1.0;2.0;50.0;For Sale;28000.0;Ariana;Ghazela
Houses and Villas;5.0;2.0;125.0;For Sale;185000.0;Ariana;Autres villes
Shops;4.0;1.0;200.0;For Sale;280000000.0;Ariana;La Soukra
Houses and Villas;5.0;3.0;380.0;For Sale;750000.0;Ariana;La Soukra
Houses and Villas;3.0;1.0;110.0;For Rent;750.0;Ariana;La Soukra
Appartements;4.0;2.0;150.0;For Rent;1600.0;Ariana;Ariana Ville
Appartements;2.0;1.0;90.0;For Rent;500.0;Ariana;Ariana Ville
Appartements;2.0;2.0;124.0;For Sale;284000.0;Ariana;Chotrana
Appartements;3.0;1.0;100.0;For Rent;380.0;Ariana;Ariana Ville
Shops;1.0;1.0;400.0;For Sale;80000.0;Ariana;Mnihla
Appartements;1.0;1.0;62.0;For Rent;80.0;Ariana;Autres villes
Appartements;2.0;1.0;60.0;For Sale;180000.0;Ariana;Ennasr
Land and Farms;-1.0;-1.0;-1.0;For Sale;150000.0;Ariana;Raoued
Shops;2.0;2.0;420.0;For Rent;2500.0;Ariana;La Soukra
Appartements;2.0;1.0;100.0;For Rent;700.0;Ariana;Ghazela
Appartements;2.0;1.0;95.0;For Rent;850.0;Ariana;Ennasr
Shops;1.0;1.0;250.0;For Rent;1200.0;Ariana;La Soukra
Appartements;2.0;2.0;120.0;For Rent;700.0;Ariana;La Soukra
Appartements;3.0;1.0;100.0;For Rent;450.0;Ariana;Autres villes
Appartements;1.0;1.0;72.0;For Sale;1900000.0;Ariana;Borj Louzir
;1.0;1.0;20.0;For Rent;650.0;Ariana;Autres villes
Appartements;2.0;1.0;90.0;For Sale;160000.0;Ariana;Borj Louzir
Appartements;1.0;1.0;58.0;For Sale;109000.0;Ariana;Chotrana
Houses and Villas;4.0;3.0;500.0;For Sale;1080000.0;Ariana;La Soukra
Houses and Villas;5.0;4.0;370.0;For Sale;750000.0;Ariana;La Soukra
Appartements;4.0;1.0;83.0;For Rent;500.0;Ariana;Borj Louzir
Houses and Villas;5.0;4.0;482.0;For Sale;850000.0;Ariana;La Soukra
Appartements;3.0;1.0;160.0;For Sale;350000.0;Ariana;Ennasr
Land and Farms;-1.0;-1.0;-1.0;For Sale;70000.0;Ariana;Raoued
Shops;1.0;1.0;70.0;For Sale;60000.0;Ariana;Jardins D'el Menzah
Appartements;4.0;2.0;253.0;For Sale;2400000.0;Ariana;Ennasr
Appartements;3.0;1.0;140.0;For Sale;300000.0;Ariana;Ennasr
Land and Farms;-1.0;-1.0;-1.0;For Sale;100000.0;Ariana;Raoued
Appartements;3.0;1.0;70.0;For Rent;435.0;Ariana;Borj Louzir
Appartements;3.0;1.0;130.0;For Rent;790.0;Ariana;Borj Louzir
Appartements;3.0;2.0;200.0;For Sale;550000.0;Ariana;La Soukra
Appartements;3.0;1.0;70.0;For Sale;110000.0;Ariana;Borj Louzir
Appartements;4.0;1.0;170.0;For Sale;2600000.0;Ariana;La Soukra
Shops;1.0;1.0;65.0;For Rent;2000.0;Ariana;La Soukra
Appartements;3.0;1.0;150.0;For Rent;1200.0;Ariana;Ennasr
Appartements;3.0;1.0;150.0;For Sale;320000.0;Ariana;Ennasr
Houses and Villas;3.0;2.0;140.0;For Rent;1600.0;Ariana;Jardins D'el Menzah
Appartements;2.0;1.0;143.0;For Sale;360000.0;Ariana;La Soukra
Appartements;2.0;1.0;25.0;For Rent;300.0;Ariana;Borj Louzir
Land and Farms;-1.0;-1.0;-1.0;For Sale;170000.0;Ariana;La Soukra
Appartements;2.0;2.0;90.0;For Rent;950.0;Ariana;Ennasr
Appartements;3.0;1.0;121.0;For Sale;167500.0;Ariana;La Soukra
Appartements;4.0;1.0;170.0;For Rent;1250.0;Ariana;La Soukra
Houses and Villas;5.0;3.0;637.0;For Sale;900000.0;Ariana;La Soukra
Appartements;3.0;2.0;164.0;For Rent;1800.0;Ariana;La Soukra
Houses and Villas;8.0;2.0;240.0;For Sale;380000.0;Ariana;Ghazela
Houses and Villas;4.0;2.0;320.0;For Sale;265000.0;Ariana;Ghazela
Appartements;3.0;1.0;120.0;For Rent;450.0;Ariana;La Soukra
Appartements;2.0;1.0;85.0;For Rent;300.0;Ariana;Raoued
Appartements;3.0;2.0;130.0;For Rent;800.0;Ariana;Autres villes
Appartements;3.0;1.0;130.0;For Rent;130.0;Ariana;La Soukra
Appartements;3.0;3.0;145.0;For Rent;610.0;Ariana;Jardins D'el Menzah
Appartements;4.0;1.0;130.0;For Rent;1400.0;Ariana;Ennasr
Appartements;3.0;2.0;140.0;For Sale;280000.0;Ariana;Jardins D'el Menzah
Appartements;3.0;2.0;170.0;For Sale;430000.0;Ariana;Ennasr
Appartements;1.0;1.0;45.0;For Sale;80000.0;Ariana;La Soukra
Shared Rooms;2.0;1.0;70.0;For Rent;125.0;Ariana;Ghazela
Houses and Villas;3.0;1.0;98.0;For Sale;130000.0;Ariana;Ariana Ville
Appartements;3.0;1.0;98.0;For Sale;130000.0;Ariana;Ariana
Appartements;2.0;1.0;70.0;For Rent;800.0;Ariana;Ennasr
Appartements;4.0;2.0;165.0;For Sale;310000.0;Ariana;Autres villes
Appartements;1.0;1.0;60.0;For Sale;180000.0;Ariana;Ennasr
Appartements;2.0;1.0;120.0;For Rent;1200.0;Ariana;Ariana Ville
Houses and Villas;3.0;1.0;200.0;For Sale;170000.0;Ariana;Raoued
Land and Farms;-1.0;-1.0;-1.0;For Sale;280000.0;Ariana;La Soukra
Appartements;3.0;2.0;175.0;For Rent;1200.0;Ariana;Ennasr
Appartements;3.0;1.0;120.0;For Rent;700.0;Ariana;Jardins D'el Menzah
Land and Farms;-1.0;-1.0;-1.0;For Sale;280000.0;Ariana;La Soukra
Land and Farms;-1.0;-1.0;-1.0;For Sale;220000.0;Ariana;Raoued
;3.0;1.0;170.0;For Rent;1800.0;Ariana;La Soukra
Houses and Villas;2.0;1.0;90.0;For Sale;76000.0;Ariana;Raoued
Houses and Villas;3.0;3.0;240.0;For Rent;1650.0;Ariana;Ariana
Houses and Villas;2.0;1.0;90.0;For Rent;300.0;Ariana;Raoued
Appartements;3.0;1.0;75.0;For Sale;130000.0;Ariana;Borj Louzir
Land and Farms;-1.0;-1.0;-1.0;For Sale;4455000.0;Ariana;La Soukra
Appartements;3.0;3.0;120.0;For Rent;1800.0;Ariana;La Soukra
Appartements;3.0;1.0;121.0;For Sale;167500.0;Ariana;La Soukra
Appartements;2.0;1.0;95.0;For Sale;220000.0;Ariana;La Soukra
Houses and Villas;3.0;1.0;100.0;For Sale;170000.0;Ariana;Borj Louzir
Houses and Villas;3.0;1.0;90.0;For Sale;100000.0;Ariana;Borj Louzir
Appartements;2.0;1.0;126.0;For Sale;330000.0;Ariana;Jardins D'el Menzah
Appartements;2.0;1.0;100.0;For Rent;90.0;Ariana;Autres villes
Shops;1.0;1.0;30.0;For Sale;38000.0;Ariana;Autres villes
Appartements;1.0;1.0;60.0;For Rent;700.0;Ariana;Jardins D'el Menzah
Appartements;3.0;1.0;100.0;For Rent;780.0;Ariana;La Soukra
Houses and Villas;4.0;1.0;200.0;For Sale;170000.0;Ariana;Ariana
Appartements;2.0;1.0;100.0;For Rent;400.0;Ariana;Ariana
Shared Rooms;2.0;1.0;70.0;For Rent;200.0;Ariana;Ariana Ville
Appartements;2.0;1.0;100.0;For Sale;223000.0;Ariana;La Soukra
Shops;2.0;2.0;200.0;For Rent;1100.0;Ariana;Mnihla
Houses and Villas;3.0;1.0;120.0;For Rent;450.0;Ariana;La Soukra
Appartements;2.0;2.0;120.0;For Rent;700.0;Ariana;La Soukra
Appartements;1.0;1.0;60.0;For Sale;180000.0;Ariana;Autres villes
Appartements;2.0;1.0;80.0;For Rent;400.0;Ariana;Ghazela
Shops;1.0;1.0;432.0;For Sale;250000.0;Ariana;La Soukra
;2.0;1.0;80.0;For Rent;700.0;Ariana;Ghazela
Land and Farms;-1.0;-1.0;-1.0;For Sale;65000.0;Ariana;Ghazela
Land and Farms;-1.0;-1.0;-1.0;For Sale;10340000.0;Ariana;Chotrana
Appartements;2.0;1.0;60.0;For Sale;170000.0;Ariana;La Soukra
Appartements;3.0;1.0;140.0;For Rent;900.0;Ariana;Ariana Ville
Appartements;4.0;2.0;110.0;For Rent;790.0;Ariana;Borj Louzir
Land and Farms;-1.0;-1.0;-1.0;For Sale;200000.0;Ariana;Chotrana
Land and Farms;-1.0;-1.0;-1.0;For Sale;900000.0;Ariana;La Soukra
Houses and Villas;6.0;2.0;425.0;For Sale;230000.0;Ariana;Raoued
Land and Farms;-1.0;-1.0;-1.0;For Sale;225000.0;Ariana;Raoued
Appartements;2.0;1.0;108.0;For Sale;210000.0;Ariana;Borj Louzir
Appartements;4.0;1.0;150.0;For Rent;250.0;Ariana;Ariana Ville
Appartements;2.0;1.0;120.0;For Rent;800.0;Ariana;Ghazela
Houses and Villas;3.0;1.0;225.0;For Sale;135000.0;Ariana;Chotrana
Houses and Villas;6.0;2.0;228.0;For Sale;165000000.0;Ariana;Ettadhamen
Appartements;3.0;1.0;120.0;For Rent;500.0;Ariana;Borj Louzir
Appartements;4.0;2.0;130.0;For Rent;820.0;Ariana;La Soukra
Houses and Villas;11.0;3.0;500.0;For Sale;360000.0;Ariana;Raoued
Appartements;2.0;1.0;170.0;For Sale;330000.0;Ariana;Ennasr
Shops;1.0;2.0;1500.0;For Rent;2500.0;Ariana;Chotrana
Appartements;1.0;1.0;45.0;For Sale;120000.0;Ariana;Ennasr
Land and Farms;-1.0;-1.0;-1.0;For Sale;120000.0;Ariana;Autres villes
Appartements;3.0;2.0;147.0;For Rent;1300.0;Ariana;Ghazela
Appartements;1.0;1.0;70.0;For Rent;70.0;Ariana;Autres villes
Appartements;3.0;1.0;140.0;For Sale;275000.0;Ariana;Jardins D'el Menzah
Appartements;1.0;1.0;60.0;For Sale;155000.0;Ariana;Ennasr
Appartements;3.0;1.0;117.0;For Sale;270000.0;Ariana;La Soukra
Houses and Villas;1.0;1.0;150.0;For Sale;28000.0;Ariana;Raoued
Houses and Villas;4.0;2.0;700.0;For Rent;6500.0;Ariana;La Soukra
Appartements;1.0;1.0;130.0;For Rent;1000.0;Ariana;La Soukra
Appartements;2.0;1.0;119.0;For Rent;1350.0;Ariana;La Soukra
Houses and Villas;3.0;1.0;200.0;For Sale;180000.0;Ariana;Ariana
Appartements;2.0;1.0;80.0;For Sale;195000.0;Ariana;Mnihla
Appartements;2.0;1.0;128.0;For Sale;365000.0;Ariana;La Soukra
Appartements;2.0;1.0;70.0;For Rent;700.0;Ariana;Ariana Ville
Houses and Villas;1.0;1.0;200.0;For Sale;60000.0;Ariana;Raoued
Houses and Villas;6.0;3.0;311.0;For Sale;900000.0;Ariana;La Soukra
Houses and Villas;2.0;1.0;110.0;For Sale;120000.0;Ariana;Raoued
Houses and Villas;1.0;1.0;195.0;For Sale;65000.0;Ariana;Chotrana
Houses and Villas;1.0;1.0;150.0;For Sale;68000.0;Ariana;Chotrana
Houses and Villas;12.0;3.0;220.0;For Sale;3000000.0;Ariana;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;230000.0;Ariana;Sidi Thabet
Houses and Villas;3.0;1.0;115.0;For Sale;130000.0;Ariana;Borj Louzir
Houses and Villas;2.0;1.0;70.0;For Rent;320.0;Ariana;Chotrana
Shared Rooms;1.0;1.0;40.0;For Rent;170.0;Ariana;Ghazela
Appartements;2.0;1.0;66.0;For Rent;650.0;Ariana;Mnihla
Appartements;1.0;1.0;60.0;For Sale;170000.0;Ariana;Chotrana
Houses and Villas;5.0;2.0;200.0;For Rent;2000.0;Ariana;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;150000.0;Ariana;Sidi Thabet
Land and Farms;-1.0;-1.0;-1.0;For Sale;200000.0;Ariana;Ariana Ville
Land and Farms;-1.0;-1.0;-1.0;For Sale;150000.0;Ariana;Raoued
Houses and Villas;3.0;1.0;330.0;For Sale;180000.0;Ariana;Raoued
Land and Farms;-1.0;-1.0;-1.0;For Sale;1300000.0;Ariana;Ariana
Appartements;2.0;1.0;80.0;For Rent;400.0;Ariana;Autres villes
Appartements;4.0;2.0;140.0;For Rent;1800.0;Ariana;La Soukra
Land and Farms;-1.0;-1.0;-1.0;For Sale;1800000.0;Ariana;Ennasr
Appartements;3.0;2.0;170.0;For Rent;1800.0;Ariana;La Soukra
Land and Farms;-1.0;-1.0;-1.0;For Sale;150000.0;Ariana;Raoued
Appartements;2.0;1.0;100.0;For Rent;800.0;Ariana;Ghazela
Shops;1.0;2.0;300.0;For Rent;1600.0;Ariana;Chotrana
Land and Farms;-1.0;-1.0;-1.0;For Sale;750000.0;Ariana;La Soukra
Houses and Villas;3.0;1.0;150.0;For Rent;700.0;Ariana;Raoued
Appartements;1.0;1.0;70.0;For Rent;260.0;Ariana;Raoued
Appartements;3.0;1.0;110.0;For Rent;600.0;Ariana;Autres villes
Appartements;3.0;1.0;140.0;For Sale;230000.0;Ariana;Jardins D'el Menzah
Houses and Villas;3.0;3.0;370.0;For Sale;760000.0;Ariana;La Soukra
Appartements;2.0;1.0;80.0;For Sale;119000.0;Ariana;Borj Louzir
Appartements;3.0;1.0;110.0;For Rent;650.0;Ariana;Ariana Ville
Land and Farms;-1.0;-1.0;-1.0;For Sale;1200000.0;Ariana;Sidi Thabet
Land and Farms;-1.0;-1.0;-1.0;For Sale;300000.0;Ariana;Sidi Thabet
Land and Farms;-1.0;-1.0;-1.0;For Sale;450000.0;Ariana;Raoued
Land and Farms;-1.0;-1.0;-1.0;For Sale;720000.0;Ariana;Raoued
Land and Farms;-1.0;-1.0;-1.0;For Sale;240000.0;Ariana;Raoued
Vacation Rentals;2.0;1.0;80.0;For Rent;600.0;Ariana;Autres villes
Appartements;2.0;1.0;75.0;For Rent;370.0;Ariana;Ghazela
Appartements;2.0;1.0;92.0;For Rent;480.0;Ariana;Borj Louzir
Appartements;1.0;1.0;45.0;For Rent;500.0;Ariana;Ghazela
Vacation Rentals;3.0;3.0;150.0;For Rent;100.0;Ariana;Autres villes
;10.0;5.0;400.0;For Rent;80.0;Ariana;Ghazela
Land and Farms;-1.0;-1.0;-1.0;For Sale;65000.0;Ariana;Autres villes
Appartements;4.0;2.0;147.0;For Rent;1300.0;Ariana;Ghazela
Appartements;1.0;1.0;70.0;For Rent;550.0;Ariana;Ghazela
Appartements;4.0;2.0;138.0;For Rent;850.0;Ariana;La Soukra
Land and Farms;-1.0;-1.0;-1.0;For Sale;600000.0;Ariana;La Soukra
Appartements;1.0;1.0;60.0;For Sale;100000.0;Ariana;La Soukra
Houses and Villas;4.0;2.0;85.0;For Sale;130000.0;Ariana;Autres villes
Houses and Villas;2.0;2.0;160.0;For Rent;400.0;Ariana;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;111000.0;Ariana;Autres villes
Houses and Villas;2.0;1.0;225.0;For Sale;150000.0;Ariana;Autres villes
Houses and Villas;4.0;1.0;230.0;For Rent;1720.0;Ariana;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;180000.0;Ariana;Raoued
Shops;1.0;1.0;190.0;For Rent;1300.0;Ariana;Autres villes
Shops;3.0;1.0;300.0;For Sale;800000.0;Ariana;Ariana
Land and Farms;-1.0;-1.0;-1.0;For Sale;1250000.0;Ariana;La Soukra
Land and Farms;-1.0;-1.0;-1.0;For Sale;640000.0;Ariana;La Soukra
Land and Farms;-1.0;-1.0;-1.0;For Sale;30000.0;Ariana;Autres villes
Appartements;2.0;1.0;100.0;For Rent;850.0;Ariana;Jardins D'el Menzah
Shops;1.0;1.0;140.0;For Rent;1200.0;Ariana;Borj Louzir
Shared Rooms;1.0;1.0;20.0;For Rent;150.0;Ariana;Borj Louzir
Shops;1.0;1.0;42.0;For Sale;55000.0;Ariana;Autres villes
Houses and Villas;2.0;1.0;80.0;For Sale;90000.0;Ariana;La Soukra
Houses and Villas;3.0;2.0;120.0;For Rent;500.0;Ariana;Ghazela
Appartements;2.0;1.0;85.0;For Rent;420.0;Ariana;Jardins D'el Menzah
Land and Farms;-1.0;-1.0;-1.0;For Sale;750000.0;Ariana;Borj Louzir
;10.0;5.0;600.0;For Rent;9000.0;Ariana;Ghazela
Appartements;1.0;1.0;30.0;For Rent;140.0;Ariana;Raoued
Land and Farms;-1.0;-1.0;-1.0;For Sale;900000.0;Ariana;Autres villes
Appartements;4.0;1.0;100.0;For Rent;700.0;Ariana;Borj Louzir
Vacation Rentals;2.0;1.0;65.0;For Rent;60.0;Ariana;Ariana Ville
Appartements;4.0;2.0;200.0;For Sale;420000.0;Ariana;Jardins D'el Menzah
Houses and Villas;3.0;1.0;100.0;For Sale;85000.0;Ariana;Mnihla
Houses and Villas;2.0;2.0;180.0;For Rent;1200.0;Ariana;Jardins D'el Menzah
Houses and Villas;3.0;2.0;247.0;For Rent;1500.0;Ariana;Jardins D'el Menzah
Shops;1.0;2.0;450.0;For Rent;4500.0;Ariana;La Soukra
Appartements;3.0;1.0;105.0;For Rent;470.0;Ariana;Borj Louzir
Land and Farms;-1.0;-1.0;-1.0;For Sale;236000000.0;Ariana;Chotrana
Appartements;3.0;1.0;120.0;For Rent;800.0;Ariana;Ghazela
Appartements;3.0;2.0;130.0;For Rent;1400.0;Ariana;La Soukra
Land and Farms;-1.0;-1.0;-1.0;For Sale;145000.0;Ariana;Autres villes
Appartements;3.0;2.0;138.0;For Sale;340000.0;Ariana;Jardins D'el Menzah
Land and Farms;-1.0;-1.0;-1.0;For Sale;440000.0;Ariana;Jardins D'el Menzah
Land and Farms;-1.0;-1.0;-1.0;For Sale;40000.0;Ariana;Raoued
Houses and Villas;3.0;1.0;100.0;For Sale;42000.0;Ariana;Raoued
Appartements;1.0;1.0;100.0;For Rent;100.0;Ariana;Ennasr
Appartements;2.0;1.0;200.0;For Rent;800.0;Ariana;Ariana
Appartements;4.0;1.0;121.0;For Sale;140000.0;Ariana;Ettadhamen
Land and Farms;-1.0;-1.0;-1.0;For Sale;300000.0;Ariana;Mnihla
Appartements;4.0;3.0;260.0;For Sale;840000.0;Ariana;La Soukra
Appartements;4.0;2.0;120.0;For Rent;650.0;Ariana;La Soukra
Houses and Villas;7.0;4.0;300.0;For Rent;1800.0;Ariana;Ennasr
Appartements;3.0;1.0;100.0;For Sale;300000.0;Ariana;Ariana Ville
Appartements;2.0;1.0;100.0;For Rent;680.0;Ariana;La Soukra
Appartements;2.0;1.0;74.0;For Sale;180000.0;Ariana;Jardins D'el Menzah
Appartements;3.0;1.0;75.0;For Sale;110000.0;Ariana;Borj Louzir
Appartements;4.0;1.0;165.0;For Sale;310000.0;Ariana;Ariana Ville
Appartements;2.0;1.0;65.0;For Rent;800.0;Ariana;Ennasr
Shared Rooms;2.0;1.0;300.0;For Rent;250.0;Ariana;Ghazela
Appartements;1.0;1.0;68.0;For Sale;195000.0;Ariana;Autres villes
Appartements;1.0;1.0;90.0;For Rent;450.0;Ariana;Ariana
Houses and Villas;6.0;4.0;330.0;For Rent;2000.0;Ariana;Jardins D'el Menzah
Land and Farms;-1.0;-1.0;-1.0;For Sale;220000.0;Ariana;Autres villes
Appartements;3.0;2.0;140.0;For Sale;275000.0;Ariana;Ennasr
Houses and Villas;4.0;2.0;1200.0;For Sale;750000.0;Ariana;Ariana
Shops;1.0;2.0;350.0;For Rent;4500.0;Ariana;Ennasr
Appartements;2.0;1.0;80.0;For Sale;173000.0;Ariana;Ennasr
Shops;1.0;4.0;400.0;For Sale;720000.0;Ariana;Ennasr
Land and Farms;-1.0;-1.0;-1.0;For Sale;110000.0;Ariana;Raoued
Appartements;2.0;1.0;80.0;For Rent;550.0;Ariana;Ghazela
Appartements;3.0;2.0;149.0;For Sale;275000.0;Ariana;Autres villes
Appartements;2.0;1.0;70.0;For Rent;490.0;Ariana;Autres villes
Appartements;3.0;1.0;120.0;For Rent;1400.0;Ariana;La Soukra
Appartements;3.0;1.0;100.0;For Rent;700.0;Ariana;Autres villes
Houses and Villas;7.0;2.0;500.0;For Sale;375000.0;Ariana;Raoued
Houses and Villas;3.0;4.0;400.0;For Sale;800000.0;Ariana;La Soukra
Appartements;3.0;2.0;230.0;For Rent;800.0;Ariana;La Soukra
Land and Farms;-1.0;-1.0;-1.0;For Sale;30000.0;Ariana;Sidi Thabet
Land and Farms;-1.0;-1.0;-1.0;For Sale;30000.0;Ariana;Sidi Thabet
Land and Farms;-1.0;-1.0;-1.0;For Sale;500000.0;Ariana;Raoued
Houses and Villas;5.0;4.0;407.0;For Sale;1000000.0;Ariana;La Soukra
Land and Farms;-1.0;-1.0;-1.0;For Sale;680000.0;Ariana;La Soukra
Land and Farms;-1.0;-1.0;-1.0;For Sale;220000.0;Ariana;Autres villes
Houses and Villas;8.0;3.0;280.0;For Sale;145000.0;Ariana;Ghazela
Land and Farms;-1.0;-1.0;-1.0;For Sale;184000.0;Ariana;La Soukra
Houses and Villas;4.0;3.0;260.0;For Sale;840000.0;Ariana;La Soukra
Houses and Villas;8.0;2.0;500.0;For Sale;400000.0;Ariana;Ghazela
Houses and Villas;4.0;1.0;200.0;For Sale;185000.0;Ariana;Ghazela
Houses and Villas;1.0;1.0;244.0;For Sale;88000.0;Ariana;Raoued
Appartements;2.0;1.0;65.0;For Rent;800.0;Ariana;Autres villes
Appartements;2.0;2.0;80.0;For Rent;90.0;Ariana;Ennasr
Vacation Rentals;1.0;1.0;70.0;For Rent;80.0;Ariana;Autres villes
Houses and Villas;5.0;2.0;183.0;For Sale;368000.0;Ariana;Autres villes
Houses and Villas;2.0;1.0;130.0;For Rent;650.0;Ariana;Ghazela
Houses and Villas;4.0;1.0;450.0;For Sale;240000.0;Ariana;Borj Louzir
Houses and Villas;4.0;2.0;468.0;For Sale;750000.0;Ariana;Ariana
Land and Farms;-1.0;-1.0;-1.0;For Sale;377000.0;Ariana;La Soukra
Houses and Villas;3.0;1.0;90.0;For Rent;600.0;Ariana;Borj Louzir
Appartements;3.0;1.0;100.0;For Sale;265000.0;Ariana;Ariana Ville
Houses and Villas;6.0;2.0;270.0;For Sale;630000.0;Ariana;Jardins D'el Menzah
Houses and Villas;2.0;1.0;200.0;For Rent;130.0;Ariana;Sidi Thabet
Land and Farms;-1.0;-1.0;-1.0;For Sale;42000.0;Ariana;Raoued
Land and Farms;-1.0;-1.0;-1.0;For Sale;45000.0;Ariana;Autres villes
Appartements;3.0;1.0;110.0;For Rent;600.0;Ariana;Ariana
Appartements;3.0;1.0;99.0;For Rent;650.0;Ariana;Borj Louzir
Land and Farms;-1.0;-1.0;-1.0;For Sale;450000.0;Ariana;Mnihla
Houses and Villas;4.0;2.0;350.0;For Sale;335000.0;Ariana;La Soukra
Appartements;2.0;1.0;120.0;For Sale;270000.0;Ariana;Ennasr
Houses and Villas;3.0;2.0;226.0;For Sale;550000.0;Ariana;Ennasr
Appartements;3.0;1.0;160.0;For Rent;850.0;Ariana;Ariana Ville
Houses and Villas;4.0;2.0;152.0;For Rent;1200.0;Ariana;Jardins D'el Menzah
Land and Farms;-1.0;-1.0;-1.0;For Sale;120000.0;Ariana;Sidi Thabet
;9.0;2.0;420.0;For Rent;4250.0;Ariana;Autres villes
Houses and Villas;2.0;1.0;150.0;For Sale;120000.0;Ariana;Mnihla
Houses and Villas;4.0;2.0;120.0;For Rent;475.0;Ariana;Autres villes
Houses and Villas;3.0;3.0;1000.0;For Sale;1700000.0;Ariana;La Soukra
Houses and Villas;4.0;2.0;450.0;For Sale;1200000.0;Ariana;La Soukra
Appartements;1.0;2.0;30.0;For Rent;250.0;Ariana;Ennasr
;1.0;2.0;30.0;For Rent;250.0;Ariana;Ennasr
Vacation Rentals;1.0;1.0;170.0;For Rent;90.0;Ariana;La Soukra
Appartements;3.0;1.0;152.0;For Sale;260000.0;Ariana;Ariana
Land and Farms;-1.0;-1.0;-1.0;For Sale;35000.0;Ariana;Raoued
;12.0;5.0;1500.0;For Rent;15000.0;Ariana;Autres villes
Appartements;3.0;2.0;140.0;For Rent;1500.0;Ariana;Ennasr
Appartements;1.0;1.0;67.0;For Sale;160000.0;Ariana;Ghazela
Land and Farms;-1.0;-1.0;-1.0;For Sale;82000.0;Ariana;Autres villes
Appartements;3.0;1.0;74.0;For Sale;180000.0;Ariana;Jardins D'el Menzah
